x,y,layer1,layer2,voltage1,voltage2,current
3869.16,5843.43,INNER_2,BOTTOM_LAYER,0.0131288,0.0131284,0.0083133
3877.04,4071.78,TOP_LAYER,INNER_1,7.40838,7.40838,-0.00126326
3877.04,4071.78,INNER_1,INNER_2,7.40838,7.40838,-0.00126326
3877.04,4071.78,INNER_2,BOTTOM_LAYER,7.40838,7.40838,-0.00126326
3877.04,4189.89,TOP_LAYER,INNER_1,7.40836,7.40836,0.00237755
3877.04,4189.89,INNER_1,INNER_2,7.40836,7.40836,0.00237755
3877.04,4189.89,INNER_2,BOTTOM_LAYER,7.40836,7.40836,0.00237755
3877.04,4308,TOP_LAYER,INNER_1,7.40837,7.40837,-0.000499676
3877.04,4308,INNER_1,INNER_2,7.40837,7.40837,-0.000499676
3877.04,4308,INNER_2,BOTTOM_LAYER,7.40837,7.40837,-0.000499676
3892.79,2378.87,TOP_LAYER,INNER_1,25.1435,25.1435,-0
3892.79,2378.87,INNER_1,INNER_2,25.1435,25.1435,3.45936e-11
3892.79,2378.87,INNER_2,BOTTOM_LAYER,25.1435,25.1435,2.5296e-10
3898.69,115.087,TOP_LAYER,INNER_1,0.0151618,0.0151622,-0.00596431
3898.69,115.087,INNER_1,INNER_2,0.0151622,0.0151649,-0.00870302
3898.69,115.087,INNER_2,BOTTOM_LAYER,0.0151649,0.0151648,0.000200658
3898.69,233.197,TOP_LAYER,INNER_1,0.0151484,0.0151504,-0.0343516
3898.69,233.197,INNER_1,INNER_2,0.0151504,0.0151609,-0.0341556
3898.69,233.197,INNER_2,BOTTOM_LAYER,0.0151609,0.0151645,-0.0650081
3898.69,1650.52,TOP_LAYER,INNER_1,12.0097,12.0097,-1.62436e-05
3898.69,1650.52,INNER_1,INNER_2,12.0097,12.0097,-1.62437e-05
3898.69,1650.52,INNER_2,BOTTOM_LAYER,12.0097,12.0097,-1.62437e-05
3898.69,1768.63,TOP_LAYER,INNER_1,12.0097,12.0097,-5.56058e-05
3898.69,1768.63,INNER_1,INNER_2,12.0097,12.0097,-5.56058e-05
3898.69,1768.63,INNER_2,BOTTOM_LAYER,12.0097,12.0097,-5.56058e-05
3898.69,1886.74,TOP_LAYER,INNER_1,12.0097,12.0097,-0.000141925
3898.69,1886.74,INNER_1,INNER_2,12.0097,12.0097,-0.000141925
3898.69,1886.74,INNER_2,BOTTOM_LAYER,12.0097,12.0097,-0.000141925
3898.69,3894.61,TOP_LAYER,INNER_1,0.0137944,0.0137934,0.0176142
3898.69,3894.61,INNER_1,INNER_2,0.0137934,0.0137804,0.0422124
3898.69,3894.61,INNER_2,BOTTOM_LAYER,0.0137804,0.0137812,-0.0142387
3898.69,4485.16,TOP_LAYER,INNER_1,0.0131774,0.0131778,-0.00785889
3898.69,4485.16,INNER_1,INNER_2,0.0131778,0.013181,-0.0103966
3898.69,4485.16,INNER_2,BOTTOM_LAYER,0.013181,0.0131814,-0.00679459
3898.69,4603.27,TOP_LAYER,INNER_1,0.0131725,0.0131731,-0.00939594
3898.69,4603.27,INNER_1,INNER_2,0.0131731,0.0131777,-0.0150709
3898.69,4603.27,INNER_2,BOTTOM_LAYER,0.0131777,0.0131781,-0.00798182
3898.69,4721.39,TOP_LAYER,INNER_1,0.0131637,0.0131646,-0.0150431
3898.69,4721.39,INNER_1,INNER_2,0.0131646,0.0131736,-0.0291673
3898.69,4721.39,INNER_2,BOTTOM_LAYER,0.0131736,0.0131745,-0.0165922
3898.69,4839.5,TOP_LAYER,INNER_1,0.013142,0.013139,0.052663
3898.69,4839.5,INNER_1,INNER_2,0.013139,0.0131227,0.0531483
3898.69,4839.5,INNER_2,BOTTOM_LAYER,0.0131227,0.0131221,0.00962314
3898.69,5075.72,TOP_LAYER,INNER_1,0.0131051,0.0130974,0.136552
3898.69,5075.72,INNER_1,INNER_2,0.0130974,0.0130775,0.0648101
3898.69,5075.72,INNER_2,BOTTOM_LAYER,0.0130775,0.013075,0.0444995
3906.57,4130.84,TOP_LAYER,INNER_1,7.40837,7.40837,-0.00749128
3906.57,4130.84,INNER_1,INNER_2,7.40837,7.40838,-0.00749128
3906.57,4130.84,INNER_2,BOTTOM_LAYER,7.40838,7.40838,-0.00749128
3906.57,4248.95,TOP_LAYER,INNER_1,7.40834,7.40834,0.0316329
3906.57,4248.95,INNER_1,INNER_2,7.40834,7.40833,0.0316329
3906.57,4248.95,INNER_2,BOTTOM_LAYER,7.40833,7.40833,0.0316329
3906.57,4367.06,TOP_LAYER,INNER_1,7.40839,7.40839,0.00329599
3906.57,4367.06,INNER_1,INNER_2,7.40839,7.40838,0.00329599
3906.57,4367.06,INNER_2,BOTTOM_LAYER,7.40838,7.40838,0.00329599
3909.6,5405.36,TOP_LAYER,INNER_1,3.28452,3.28453,-0.1
3909.6,5405.36,INNER_1,INNER_2,3.28453,3.28456,-0.1
3909.6,5405.36,INNER_2,BOTTOM_LAYER,3.28456,3.28457,-0.1
3924.28,528.473,TOP_LAYER,INNER_1,0.0150955,0.0150971,-0.0289148
3924.28,528.473,INNER_1,INNER_2,0.0150971,0.015096,0.00363169
3924.28,528.473,INNER_2,BOTTOM_LAYER,0.015096,0.0150941,0.0337824
3924.28,386.741,TOP_LAYER,INNER_1,0.0151075,0.0151089,-0.0253587
3924.28,386.741,INNER_1,INNER_2,0.0151089,0.015106,0.00952382
3924.28,386.741,INNER_2,BOTTOM_LAYER,0.015106,0.0151023,0.0657382
3924.28,5847.37,TOP_LAYER,INNER_1,3.28458,3.28458,-1.581e-11
3924.28,5847.37,INNER_1,INNER_2,3.28458,3.28458,-1.29726e-11
3924.28,5847.37,INNER_2,BOTTOM_LAYER,3.28458,3.28458,-7.90501e-12
3928.22,174.142,TOP_LAYER,INNER_1,0.01515,0.0151505,-0.00976196
3928.22,174.142,INNER_1,INNER_2,0.0151505,0.0151548,-0.0139122
3928.22,174.142,INNER_2,BOTTOM_LAYER,0.0151548,0.015155,-0.00391
3928.22,1591.46,TOP_LAYER,INNER_1,12.0097,12.0097,-1.35418e-05
3928.22,1591.46,INNER_1,INNER_2,12.0097,12.0097,-1.35419e-05
3928.22,1591.46,INNER_2,BOTTOM_LAYER,12.0097,12.0097,-1.35418e-05
3928.22,1709.57,TOP_LAYER,INNER_1,12.0097,12.0097,-4.29563e-05
3928.22,1709.57,INNER_1,INNER_2,12.0097,12.0097,-4.29563e-05
3928.22,1709.57,INNER_2,BOTTOM_LAYER,12.0097,12.0097,-4.29562e-05
3928.22,1827.69,TOP_LAYER,INNER_1,12.0097,12.0097,-0.000150404
3928.22,1827.69,INNER_1,INNER_2,12.0097,12.0097,-0.000150404
3928.22,1827.69,INNER_2,BOTTOM_LAYER,12.0097,12.0097,-0.000150404
3928.22,1945.8,TOP_LAYER,INNER_1,12.0097,12.0097,-0.00031918
3928.22,1945.8,INNER_1,INNER_2,12.0097,12.0097,-0.00031918
3928.22,1945.8,INNER_2,BOTTOM_LAYER,12.0097,12.0097,-0.00031918
3928.22,2182.02,TOP_LAYER,INNER_1,0.0144764,0.0144617,0.261442
3928.22,2182.02,INNER_1,INNER_2,0.0144617,0.0143715,0.292814
3928.22,2182.02,INNER_2,BOTTOM_LAYER,0.0143715,0.0143529,0.332411
3928.22,3953.67,TOP_LAYER,INNER_1,0.013763,0.0137621,0.0165327
3928.22,3953.67,INNER_1,INNER_2,0.0137621,0.0137541,0.0260309
3928.22,3953.67,INNER_2,BOTTOM_LAYER,0.0137541,0.0137534,0.0113927
3928.22,4544.22,TOP_LAYER,INNER_1,0.01316,0.0131604,-0.00713279
3928.22,4544.22,INNER_1,INNER_2,0.0131604,0.013164,-0.011548
3928.22,4544.22,INNER_2,BOTTOM_LAYER,0.013164,0.013165,-0.0171541
3928.22,4662.33,TOP_LAYER,INNER_1,0.0131539,0.0131545,-0.0105024
3928.22,4662.33,INNER_1,INNER_2,0.0131545,0.01316,-0.0177018
3928.22,4662.33,INNER_2,BOTTOM_LAYER,0.01316,0.0131611,-0.0203818
3936.09,4071.78,TOP_LAYER,INNER_1,7.40839,7.40839,-0.00246724
3936.09,4071.78,INNER_1,INNER_2,7.40839,7.40839,-0.00246724
3936.09,4071.78,INNER_2,BOTTOM_LAYER,7.40839,7.40839,-0.00246724
3936.09,4308,TOP_LAYER,INNER_1,7.40834,7.40835,-0.05397
3936.09,4308,INNER_1,INNER_2,7.40835,7.40836,-0.05397
3936.09,4308,INNER_2,BOTTOM_LAYER,7.40836,7.40837,-0.05397
3957.75,115.087,TOP_LAYER,INNER_1,0.0151454,0.0151457,-0.00575159
3957.75,115.087,INNER_1,INNER_2,0.0151457,0.0151483,-0.0083938
3957.75,115.087,INNER_2,BOTTOM_LAYER,0.0151483,0.0151485,-0.00324459
3957.75,233.197,TOP_LAYER,INNER_1,0.0151299,0.0151312,-0.0240968
3957.75,233.197,INNER_1,INNER_2,0.0151312,0.0151402,-0.0292023
3957.75,233.197,INNER_2,BOTTOM_LAYER,0.0151402,0.0151436,-0.0611632
3957.75,587.528,TOP_LAYER,INNER_1,0.0150845,0.0150856,-0.0191894
3957.75,587.528,INNER_1,INNER_2,0.0150856,0.0150864,-0.00242031
3957.75,587.528,INNER_2,BOTTOM_LAYER,0.0150864,0.0150853,0.0179177
3957.75,1650.52,TOP_LAYER,INNER_1,12.0097,12.0097,-3.95866e-05
3957.75,1650.52,INNER_1,INNER_2,12.0097,12.0097,-3.95866e-05
3957.75,1650.52,INNER_2,BOTTOM_LAYER,12.0097,12.0097,-3.95866e-05
3957.75,1768.63,TOP_LAYER,INNER_1,12.0097,12.0097,-0.000175067
3957.75,1768.63,INNER_1,INNER_2,12.0097,12.0097,-0.000175067
3957.75,1768.63,INNER_2,BOTTOM_LAYER,12.0097,12.0097,-0.000175067
3957.75,1886.74,TOP_LAYER,INNER_1,12.0097,12.0097,-0.000448293
3957.75,1886.74,INNER_1,INNER_2,12.0097,12.0097,-0.000448293
3957.75,1886.74,INNER_2,BOTTOM_LAYER,12.0097,12.0097,-0.000448293
3957.75,2241.07,TOP_LAYER,INNER_1,0.0143817,0.0143729,0.156044
3957.75,2241.07,INNER_1,INNER_2,0.0143729,0.0143277,0.14688
3957.75,2241.07,INNER_2,BOTTOM_LAYER,0.0143277,0.0143193,0.148403
3957.75,3894.61,TOP_LAYER,INNER_1,0.0137444,0.0137441,0.00588875
3957.75,3894.61,INNER_1,INNER_2,0.0137441,0.0137406,0.0112649
3957.75,3894.61,INNER_2,BOTTOM_LAYER,0.0137406,0.0137366,0.071922
3957.75,4485.16,TOP_LAYER,INNER_1,0.0131466,0.0131471,-0.00870013
3957.75,4485.16,INNER_1,INNER_2,0.0131471,0.0131518,-0.0154304
3957.75,4485.16,INNER_2,BOTTOM_LAYER,0.0131518,0.0131524,-0.0112892
3957.75,4603.27,TOP_LAYER,INNER_1,0.0131398,0.0131404,-0.0118182
3957.75,4603.27,INNER_1,INNER_2,0.0131404,0.0131462,-0.0186631
3957.75,4603.27,INNER_2,BOTTOM_LAYER,0.0131462,0.0131474,-0.0218919
3957.75,4721.39,TOP_LAYER,INNER_1,0.013132,0.0131328,-0.0143173
3957.75,4721.39,INNER_1,INNER_2,0.0131328,0.013144,-0.0360633
3957.75,4721.39,INNER_2,BOTTOM_LAYER,0.013144,0.0131455,-0.0269079
3957.75,4839.5,TOP_LAYER,INNER_1,0.0131115,0.0131073,0.0740327
3957.75,4839.5,INNER_1,INNER_2,0.0131073,0.0130919,0.0499785
3957.75,4839.5,INNER_2,BOTTOM_LAYER,0.0130919,0.0130866,0.0951533
3957.75,5548.16,TOP_LAYER,INNER_1,0.0129507,0.0129486,0.0380806
3957.75,5548.16,INNER_1,INNER_2,0.0129486,0.0129299,0.0605087
3957.75,5548.16,INNER_2,BOTTOM_LAYER,0.0129299,0.0129207,0.164669
3957.75,5666.27,TOP_LAYER,INNER_1,0.0129599,0.0129587,0.0225381
3957.75,5666.27,INNER_1,INNER_2,0.0129587,0.0129474,0.0364257
3957.75,5666.27,INNER_2,BOTTOM_LAYER,0.0129474,0.0129403,0.12747
3965.62,4130.84,TOP_LAYER,INNER_1,7.40838,7.40838,-0.0102269
3965.62,4130.84,INNER_1,INNER_2,7.40838,7.40838,-0.0102269
3965.62,4130.84,INNER_2,BOTTOM_LAYER,7.40838,7.40838,-0.0102269
3965.62,4367.06,TOP_LAYER,INNER_1,7.4084,7.4084,0.0083305
3965.62,4367.06,INNER_1,INNER_2,7.4084,7.4084,0.0083305
3965.62,4367.06,INNER_2,BOTTOM_LAYER,7.4084,7.4084,0.0083305
3968.9,528.857,TOP_LAYER,INNER_1,0.0150901,0.0150904,-0.00507542
3968.9,528.857,INNER_1,INNER_2,0.0150904,0.0150895,0.00295652
3968.9,528.857,INNER_2,BOTTOM_LAYER,0.0150895,0.0150891,0.00700547
3968.9,386.741,TOP_LAYER,INNER_1,0.0151015,0.0151017,-0.00319584
3968.9,386.741,INNER_1,INNER_2,0.0151017,0.0150993,0.00786515
3968.9,386.741,INNER_2,BOTTOM_LAYER,0.0150993,0.0150975,0.0315164
3987.27,174.142,TOP_LAYER,INNER_1,0.0151413,0.0151416,-0.00523978
3987.27,174.142,INNER_1,INNER_2,0.0151416,0.0151433,-0.005537
3987.27,174.142,INNER_2,BOTTOM_LAYER,0.0151433,0.015145,-0.0312081
3987.27,1591.46,TOP_LAYER,INNER_1,12.0097,12.0097,-2.16227e-05
3987.27,1591.46,INNER_1,INNER_2,12.0097,12.0097,-2.16227e-05
3987.27,1591.46,INNER_2,BOTTOM_LAYER,12.0097,12.0097,-2.16227e-05
3987.27,1709.57,TOP_LAYER,INNER_1,12.0097,12.0097,-7.66913e-05
3987.27,1709.57,INNER_1,INNER_2,12.0097,12.0097,-7.66913e-05
3987.27,1709.57,INNER_2,BOTTOM_LAYER,12.0097,12.0097,-7.66913e-05
3987.27,1827.69,TOP_LAYER,INNER_1,12.0097,12.0097,-0.000308241
3987.27,1827.69,INNER_1,INNER_2,12.0097,12.0097,-0.000308241
3987.27,1827.69,INNER_2,BOTTOM_LAYER,12.0097,12.0097,-0.000308241
3987.27,1945.8,TOP_LAYER,INNER_1,12.0097,12.0097,-0.000572461
3987.27,1945.8,INNER_1,INNER_2,12.0097,12.0097,-0.000572461
3987.27,1945.8,INNER_2,BOTTOM_LAYER,12.0097,12.0097,-0.000572461
3987.27,3599.34,TOP_LAYER,INNER_1,0.0138683,0.0138753,-0.124756
3987.27,3599.34,INNER_1,INNER_2,0.0138753,0.0139153,-0.129682
3987.27,3599.34,INNER_2,BOTTOM_LAYER,0.0139153,0.0139194,-0.073334
3987.27,3953.67,TOP_LAYER,INNER_1,0.0137362,0.0137352,0.0179018
3987.27,3953.67,INNER_1,INNER_2,0.0137352,0.0137272,0.0259239
3987.27,3953.67,INNER_2,BOTTOM_LAYER,0.0137272,0.0137264,0.0146713
3987.27,4544.22,TOP_LAYER,INNER_1,0.0131434,0.0131434,-0.000497774
3987.27,4544.22,INNER_1,INNER_2,0.0131434,0.0131433,0.000594966
3987.27,4544.22,INNER_2,BOTTOM_LAYER,0.0131433,0.0131415,0.0319921
3987.27,4662.33,TOP_LAYER,INNER_1,0.0131369,0.0131372,-0.00504912
3987.27,4662.33,INNER_1,INNER_2,0.0131372,0.0131394,-0.00715888
3987.27,4662.33,INNER_2,BOTTOM_LAYER,0.0131394,0.0131378,0.0291281
3987.27,5370.99,TOP_LAYER,INNER_1,0.0129013,0.0129026,-0.023366
3987.27,5370.99,INNER_1,INNER_2,0.0129026,0.012887,0.0505137
3987.27,5370.99,INNER_2,BOTTOM_LAYER,0.012887,0.0128874,-0.00709209
3987.27,5607.21,TOP_LAYER,INNER_1,0.0129537,0.0129514,0.0402498
3987.27,5607.21,INNER_1,INNER_2,0.0129514,0.0129297,0.0704412
3987.27,5607.21,INNER_2,BOTTOM_LAYER,0.0129297,0.0129274,0.0399232
3987.27,5725.32,TOP_LAYER,INNER_1,0.0129526,0.0129554,-0.0495413
3987.27,5725.32,INNER_1,INNER_2,0.0129554,0.012942,0.0433936
3987.27,5725.32,INNER_2,BOTTOM_LAYER,0.012942,0.0129391,0.0522265
3995.15,4071.78,TOP_LAYER,INNER_1,7.40841,7.40841,-0.00506346
3995.15,4071.78,INNER_1,INNER_2,7.40841,7.40842,-0.00506346
3995.15,4071.78,INNER_2,BOTTOM_LAYER,7.40842,7.40842,-0.00506346
4023.9,4224.13,TOP_LAYER,INNER_1,7.40791,7.40793,-1.38399
4023.9,4224.13,INNER_1,INNER_2,7.40793,7.40803,-1.38399
4023.9,4224.13,INNER_2,BOTTOM_LAYER,7.40803,7.40805,-1.38399
4013.52,528.473,TOP_LAYER,INNER_1,0.0150841,0.0150842,-0.000936603
4013.52,528.473,INNER_1,INNER_2,0.0150842,0.0150835,0.00210335
4013.52,528.473,INNER_2,BOTTOM_LAYER,0.0150835,0.0150834,0.00251646
4013.52,386.357,TOP_LAYER,INNER_1,0.0150949,0.0150949,0.000626626
4013.52,386.357,INNER_1,INNER_2,0.0150949,0.015093,0.00627785
4013.52,386.357,INNER_2,BOTTOM_LAYER,0.015093,0.0150917,0.0229254
4016.8,115.087,TOP_LAYER,INNER_1,0.0151393,0.0151397,-0.00721934
4016.8,115.087,INNER_1,INNER_2,0.0151397,0.015143,-0.0108951
4016.8,115.087,INNER_2,BOTTOM_LAYER,0.015143,0.0151433,-0.00596106
4016.8,587.528,TOP_LAYER,INNER_1,0.0150789,0.0150793,-0.00670316
4016.8,587.528,INNER_1,INNER_2,0.0150793,0.0150803,-0.00329088
4016.8,587.528,INNER_2,BOTTOM_LAYER,0.0150803,0.01508,0.00596828
4016.8,1650.52,TOP_LAYER,INNER_1,12.0097,12.0097,-7.15124e-05
4016.8,1650.52,INNER_1,INNER_2,12.0097,12.0097,-7.15124e-05
4016.8,1650.52,INNER_2,BOTTOM_LAYER,12.0097,12.0097,-7.15124e-05
4016.8,1768.63,TOP_LAYER,INNER_1,12.0097,12.0097,-0.000363498
4016.8,1768.63,INNER_1,INNER_2,12.0097,12.0097,-0.000363498
4016.8,1768.63,INNER_2,BOTTOM_LAYER,12.0097,12.0097,-0.000363498
4016.8,1886.74,TOP_LAYER,INNER_1,12.0097,12.0097,-0.00100671
4016.8,1886.74,INNER_1,INNER_2,12.0097,12.0097,-0.00100671
4016.8,1886.74,INNER_2,BOTTOM_LAYER,12.0097,12.0097,-0.00100671
4016.8,2004.85,TOP_LAYER,INNER_1,12.0097,12.0097,-0.00116545
4016.8,2004.85,INNER_1,INNER_2,12.0097,12.0097,-0.00116545
4016.8,2004.85,INNER_2,BOTTOM_LAYER,12.0097,12.0097,-0.00116545
4016.8,2241.07,TOP_LAYER,INNER_1,0.0143454,0.0143388,0.116964
4016.8,2241.07,INNER_1,INNER_2,0.0143388,0.0143043,0.112051
4016.8,2241.07,INNER_2,BOTTOM_LAYER,0.0143043,0.0142981,0.11062
4016.8,3894.61,TOP_LAYER,INNER_1,0.0137164,0.0137148,0.0287082
4016.8,3894.61,INNER_1,INNER_2,0.0137148,0.0137017,0.0423346
4016.8,3894.61,INNER_2,BOTTOM_LAYER,0.0137017,0.013702,-0.00471578
4016.8,4485.16,TOP_LAYER,INNER_1,0.0131309,0.0131306,0.00611509
4016.8,4485.16,INNER_1,INNER_2,0.0131306,0.0131392,-0.0280772
4016.8,4485.16,INNER_2,BOTTOM_LAYER,0.0131392,0.0131404,-0.0215169
4016.8,4603.27,TOP_LAYER,INNER_1,0.0131217,0.0131227,-0.0184304
4016.8,4603.27,INNER_1,INNER_2,0.0131227,0.0131326,-0.0319993
4016.8,4603.27,INNER_2,BOTTOM_LAYER,0.0131326,0.0131342,-0.0295855
4016.8,4721.39,TOP_LAYER,INNER_1,0.0131158,0.013116,-0.00378298
4016.8,4721.39,INNER_1,INNER_2,0.013116,0.0131324,-0.0530875
4016.8,4721.39,INNER_2,BOTTOM_LAYER,0.0131324,0.0131343,-0.0338536
4016.8,4839.5,TOP_LAYER,INNER_1,0.0130985,0.0130909,0.135648
4016.8,4839.5,INNER_1,INNER_2,0.0130909,0.0130662,0.0800614
4016.8,4839.5,INNER_2,BOTTOM_LAYER,0.0130662,0.013062,0.0741076
4016.8,5193.83,TOP_LAYER,INNER_1,0.0129453,0.0129453,-0
4016.8,5193.83,INNER_1,INNER_2,0.0129453,0.0129544,-0.0296156
4016.8,5193.83,INNER_2,BOTTOM_LAYER,0.0129544,0.0129561,-0.0304579
4016.8,5548.16,TOP_LAYER,INNER_1,0.0129241,0.0129218,0.0407518
4016.8,5548.16,INNER_1,INNER_2,0.0129218,0.0129057,0.0522704
4016.8,5548.16,INNER_2,BOTTOM_LAYER,0.0129057,0.0129012,0.0806848
4016.8,5666.27,TOP_LAYER,INNER_1,0.0129398,0.0129372,0.0460569
4016.8,5666.27,INNER_1,INNER_2,0.0129372,0.0129263,0.0352887
4016.8,5666.27,INNER_2,BOTTOM_LAYER,0.0129263,0.0129232,0.0567481
4016.8,5784.38,TOP_LAYER,INNER_1,0.0129527,0.0129514,0.0231895
4016.8,5784.38,INNER_1,INNER_2,0.0129514,0.0129415,0.032094
4016.8,5784.38,INNER_2,BOTTOM_LAYER,0.0129415,0.0129377,0.0695232
4024.68,4130.84,TOP_LAYER,INNER_1,7.40843,7.40843,-0.0115879
4024.68,4130.84,INNER_1,INNER_2,7.40843,7.40843,-0.0115879
4024.68,4130.84,INNER_2,BOTTOM_LAYER,7.40843,7.40843,-0.0115879
4024.68,4367.06,TOP_LAYER,INNER_1,7.40846,7.40846,-0.00174722
4024.68,4367.06,INNER_1,INNER_2,7.40846,7.40846,-0.00174722
4024.68,4367.06,INNER_2,BOTTOM_LAYER,7.40846,7.40846,-0.00174722
4046.33,646.583,TOP_LAYER,INNER_1,0.0150703,0.0150709,-0.00888453
4046.33,646.583,INNER_1,INNER_2,0.0150709,0.0150727,-0.00601485
4046.33,646.583,INNER_2,BOTTOM_LAYER,0.0150727,0.0150723,0.00718813
4046.33,1591.46,TOP_LAYER,INNER_1,12.0097,12.0097,-4.76367e-05
4046.33,1591.46,INNER_1,INNER_2,12.0097,12.0097,-4.76367e-05
4046.33,1591.46,INNER_2,BOTTOM_LAYER,12.0097,12.0097,-4.76367e-05
4046.33,1709.57,TOP_LAYER,INNER_1,12.0097,12.0097,-0.00022756
4046.33,1709.57,INNER_1,INNER_2,12.0097,12.0097,-0.00022756
4046.33,1709.57,INNER_2,BOTTOM_LAYER,12.0097,12.0097,-0.00022756
4046.33,1827.69,TOP_LAYER,INNER_1,12.0097,12.0097,-0.00124804
4046.33,1827.69,INNER_1,INNER_2,12.0097,12.0097,-0.00124804
4046.33,1827.69,INNER_2,BOTTOM_LAYER,12.0097,12.0097,-0.00124804
4046.33,1945.8,TOP_LAYER,INNER_1,12.0097,12.0097,-0.00236834
4046.33,1945.8,INNER_1,INNER_2,12.0097,12.0097,-0.00236834
4046.33,1945.8,INNER_2,BOTTOM_LAYER,12.0097,12.0097,-0.00236834
4046.33,3599.34,TOP_LAYER,INNER_1,0.0138417,0.013846,-0.0754548
4046.33,3599.34,INNER_1,INNER_2,0.013846,0.013896,-0.162417
4046.33,3599.34,INNER_2,BOTTOM_LAYER,0.013896,0.0139045,-0.150617
4046.33,3953.67,TOP_LAYER,INNER_1,0.0136784,0.0136769,0.0262776
4046.33,3953.67,INNER_1,INNER_2,0.0136769,0.013668,0.0289191
4046.33,3953.67,INNER_2,BOTTOM_LAYER,0.013668,0.0136662,0.03151
4046.33,4544.22,TOP_LAYER,INNER_1,0.0131073,0.0131069,0.00645969
4046.33,4544.22,INNER_1,INNER_2,0.0131069,0.0131219,-0.0485729
4046.33,4544.22,INNER_2,BOTTOM_LAYER,0.0131219,0.0131254,-0.0617653
4046.33,4662.33,TOP_LAYER,INNER_1,0.0130992,0.0131006,-0.024543
4046.33,4662.33,INNER_1,INNER_2,0.0131006,0.0131202,-0.0635173
4046.33,4662.33,INNER_2,BOTTOM_LAYER,0.0131202,0.0131226,-0.0427099
4046.33,5370.99,TOP_LAYER,INNER_1,0.0128723,0.0128709,0.0243462
4046.33,5370.99,INNER_1,INNER_2,0.0128709,0.0128582,0.0412929
4046.33,5370.99,INNER_2,BOTTOM_LAYER,0.0128582,0.0128539,0.0751199
4046.33,5607.21,TOP_LAYER,INNER_1,0.0129059,0.0129046,0.0244115
4046.33,5607.21,INNER_1,INNER_2,0.0129046,0.0128961,0.027531
4046.33,5607.21,INNER_2,BOTTOM_LAYER,0.0128961,0.0128931,0.053579
4054.2,4071.78,TOP_LAYER,INNER_1,7.40848,7.40848,-0.00148862
4054.2,4071.78,INNER_1,INNER_2,7.40848,7.40848,-0.00148862
4054.2,4071.78,INNER_2,BOTTOM_LAYER,7.40848,7.40848,-0.00148862
4054.2,4426.11,TOP_LAYER,INNER_1,7.4085,7.4085,-0.0578562
4054.2,4426.11,INNER_1,INNER_2,7.4085,7.40852,-0.0578562
4054.2,4426.11,INNER_2,BOTTOM_LAYER,7.40852,7.40852,-0.0578562
4058.14,528.473,TOP_LAYER,INNER_1,0.0150779,0.0150779,0.000196845
4058.14,528.473,INNER_1,INNER_2,0.0150779,0.0150775,0.00127813
4058.14,528.473,INNER_2,BOTTOM_LAYER,0.0150775,0.0150773,0.00398544
4058.14,386.741,TOP_LAYER,INNER_1,0.0150878,0.0150878,0.00166428
4058.14,386.741,INNER_1,INNER_2,0.0150878,0.0150864,0.00442435
4058.14,386.741,INNER_2,BOTTOM_LAYER,0.0150864,0.0150851,0.0225843
4075.86,587.528,TOP_LAYER,INNER_1,0.0150671,0.0150673,-0.00230484
4075.86,587.528,INNER_1,INNER_2,0.0150673,0.0150683,-0.00332618
4075.86,587.528,INNER_2,BOTTOM_LAYER,0.0150683,0.015068,0.00519366
4075.86,705.638,TOP_LAYER,INNER_1,0.0150593,0.01506,-0.0132588
4075.86,705.638,INNER_1,INNER_2,0.01506,0.0150646,-0.0147969
4075.86,705.638,INNER_2,BOTTOM_LAYER,0.0150646,0.0150644,0.00248008
4075.86,1650.52,TOP_LAYER,INNER_1,12.0097,12.0097,-0.000114274
4075.86,1650.52,INNER_1,INNER_2,12.0097,12.0097,-0.000114274
4075.86,1650.52,INNER_2,BOTTOM_LAYER,12.0097,12.0097,-0.000114274
4075.86,1768.63,TOP_LAYER,INNER_1,12.0097,12.0097,-0.000692507
4075.86,1768.63,INNER_1,INNER_2,12.0097,12.0097,-0.000692507
4075.86,1768.63,INNER_2,BOTTOM_LAYER,12.0097,12.0097,-0.000692507
4075.86,1886.74,TOP_LAYER,INNER_1,12.0097,12.0097,-0.00239885
4075.86,1886.74,INNER_1,INNER_2,12.0097,12.0097,-0.00239885
4075.86,1886.74,INNER_2,BOTTOM_LAYER,12.0097,12.0097,-0.00239885
4075.86,2004.85,TOP_LAYER,INNER_1,12.0097,12.0097,-0.00198989
4075.86,2004.85,INNER_1,INNER_2,12.0097,12.0097,-0.00198989
4075.86,2004.85,INNER_2,BOTTOM_LAYER,12.0097,12.0097,-0.00198989
4075.86,2241.07,TOP_LAYER,INNER_1,0.0142888,0.0142828,0.107753
4075.86,2241.07,INNER_1,INNER_2,0.0142828,0.0142555,0.088441
4075.86,2241.07,INNER_2,BOTTOM_LAYER,0.0142555,0.0142501,0.0964511
4075.86,2359.18,TOP_LAYER,INNER_1,0.0142047,0.0142043,0.00633151
4075.86,2359.18,INNER_1,INNER_2,0.0142043,0.0142023,0.00646123
4075.86,2359.18,INNER_2,BOTTOM_LAYER,0.0142023,0.0142013,0.0185475
4075.86,3894.61,TOP_LAYER,INNER_1,0.0136587,0.0136572,0.0260746
4075.86,3894.61,INNER_1,INNER_2,0.0136572,0.0136551,0.00699882
4075.86,3894.61,INNER_2,BOTTOM_LAYER,0.0136551,0.013648,0.125634
