x,y,layer1,layer2,voltage1,voltage2,current
148.692,2890.68,TOP_LAYER,INNER_1,0.0164086,0.0164085,0.00267616
148.692,2890.68,INNER_1,INNER_2,0.0164085,0.0164069,0.00510197
148.692,2890.68,INNER_2,BOTTOM_LAYER,0.0164069,0.0164067,0.00277048
148.692,3008.79,TOP_LAYER,INNER_1,0.0164069,0.0164067,0.00320561
148.692,3008.79,INNER_1,INNER_2,0.0164067,0.0164047,0.00631907
148.692,3008.79,INNER_2,BOTTOM_LAYER,0.0164047,0.0164046,0.00199261
148.692,3126.9,TOP_LAYER,INNER_1,0.0163994,0.0163992,0.00374905
148.692,3126.9,INNER_1,INNER_2,0.0163992,0.0163968,0.00768429
148.692,3126.9,INNER_2,BOTTOM_LAYER,0.0163968,0.0163968,-4.77056e-05
148.692,3245.01,TOP_LAYER,INNER_1,0.0163845,0.0163843,0.0038908
148.692,3245.01,INNER_1,INNER_2,0.0163843,0.0163817,0.00827819
148.692,3245.01,INNER_2,BOTTOM_LAYER,0.0163817,0.0163819,-0.00328347
148.692,3363.12,TOP_LAYER,INNER_1,0.0163614,0.0163612,0.00373464
148.692,3363.12,INNER_1,INNER_2,0.0163612,0.0163587,0.00818092
148.692,3363.12,INNER_2,BOTTOM_LAYER,0.0163587,0.0163591,-0.00716524
148.692,3481.23,TOP_LAYER,INNER_1,0.0163304,0.0163302,0.00354287
148.692,3481.23,INNER_1,INNER_2,0.0163302,0.0163278,0.00769172
148.692,3481.23,INNER_2,BOTTOM_LAYER,0.0163278,0.0163284,-0.0106588
148.692,3599.34,TOP_LAYER,INNER_1,0.0162934,0.0162933,0.0030807
148.692,3599.34,INNER_1,INNER_2,0.0162933,0.0162913,0.00650536
148.692,3599.34,INNER_2,BOTTOM_LAYER,0.0162913,0.016292,-0.0129609
148.692,3717.45,TOP_LAYER,INNER_1,0.0162557,0.0162557,0.00151869
148.692,3717.45,INNER_1,INNER_2,0.0162557,0.0162548,0.00277424
148.692,3717.45,INNER_2,BOTTOM_LAYER,0.0162548,0.0162553,-0.00826883
148.692,3953.67,TOP_LAYER,INNER_1,0.0161256,0.0161255,0.00299429
148.692,3953.67,INNER_1,INNER_2,0.0161255,0.0161246,0.00284323
148.692,3953.67,INNER_2,BOTTOM_LAYER,0.0161246,0.0161249,-0.00540877
148.692,4071.78,TOP_LAYER,INNER_1,0.0160941,0.016094,0.00274011
148.692,4071.78,INNER_1,INNER_2,0.016094,0.0160929,0.00358871
148.692,4071.78,INNER_2,BOTTOM_LAYER,0.0160929,0.0160936,-0.0118277
148.692,4189.89,TOP_LAYER,INNER_1,0.0160644,0.0160643,0.00244266
148.692,4189.89,INNER_1,INNER_2,0.0160643,0.0160634,0.00286375
148.692,4189.89,INNER_2,BOTTOM_LAYER,0.0160634,0.016064,-0.0100712
148.692,4308,TOP_LAYER,INNER_1,0.016041,0.0160408,0.00301773
148.692,4308,INNER_1,INNER_2,0.0160408,0.0160399,0.00314243
148.692,4308,INNER_2,BOTTOM_LAYER,0.0160399,0.0160403,-0.00706137
148.692,4426.11,TOP_LAYER,INNER_1,0.0160258,0.0160251,0.0117119
148.692,4426.11,INNER_1,INNER_2,0.0160251,0.0160222,0.0094202
148.692,4426.11,INNER_2,BOTTOM_LAYER,0.0160222,0.0160225,-0.00467796
148.692,4839.5,TOP_LAYER,INNER_1,3.31323,3.31323,0.00129945
148.692,4839.5,INNER_1,INNER_2,3.31323,3.31322,0.00129945
148.692,4839.5,INNER_2,BOTTOM_LAYER,3.31322,3.31322,0.00129945
148.692,5075.72,TOP_LAYER,INNER_1,3.31317,3.31317,-0.00211691
148.692,5075.72,INNER_1,INNER_2,3.31317,3.31317,-0.00211691
148.692,5075.72,INNER_2,BOTTOM_LAYER,3.31317,3.31317,-0.00211691
148.692,5193.83,TOP_LAYER,INNER_1,3.31313,3.31313,-0.000881808
148.692,5193.83,INNER_1,INNER_2,3.31313,3.31313,-0.000881808
148.692,5193.83,INNER_2,BOTTOM_LAYER,3.31313,3.31313,-0.000881808
148.692,5311.94,TOP_LAYER,INNER_1,3.3131,3.3131,-0.00346478
148.692,5311.94,INNER_1,INNER_2,3.3131,3.3131,-0.00346478
148.692,5311.94,INNER_2,BOTTOM_LAYER,3.3131,3.3131,-0.00346478
148.692,5430.05,TOP_LAYER,INNER_1,3.31306,3.31306,-0.0155432
148.692,5430.05,INNER_1,INNER_2,3.31306,3.31307,-0.0155432
148.692,5430.05,INNER_2,BOTTOM_LAYER,3.31307,3.31307,-0.0155432
148.692,5607.21,TOP_LAYER,INNER_1,0.0153259,0.015326,-0.00217036
148.692,5607.21,INNER_1,INNER_2,0.015326,0.0153261,-0.000217878
148.692,5607.21,INNER_2,BOTTOM_LAYER,0.0153261,0.0153258,0.00586893
148.692,5843.43,TOP_LAYER,INNER_1,0.0153211,0.015321,0.00197552
148.692,5843.43,INNER_1,INNER_2,0.015321,0.0153208,0.000518683
148.692,5843.43,INNER_2,BOTTOM_LAYER,0.0153208,0.0153207,0.00204362
178.219,233.197,TOP_LAYER,INNER_1,25.1252,25.1252,-0.000214747
178.219,233.197,INNER_1,INNER_2,25.1252,25.1252,-0.000214747
178.219,233.197,INNER_2,BOTTOM_LAYER,25.1252,25.1252,-0.000214747
178.219,351.308,TOP_LAYER,INNER_1,25.1261,25.1261,-0.000111126
178.219,351.308,INNER_1,INNER_2,25.1261,25.1261,-0.000111126
178.219,351.308,INNER_2,BOTTOM_LAYER,25.1261,25.1261,-0.000111126
178.219,469.418,TOP_LAYER,INNER_1,25.1273,25.1273,-4.47589e-05
178.219,469.418,INNER_1,INNER_2,25.1273,25.1273,-4.4759e-05
178.219,469.418,INNER_2,BOTTOM_LAYER,25.1273,25.1273,-4.4759e-05
178.219,587.528,TOP_LAYER,INNER_1,25.1289,25.1289,-1.48837e-05
178.219,587.528,INNER_1,INNER_2,25.1289,25.1289,-1.48837e-05
178.219,587.528,INNER_2,BOTTOM_LAYER,25.1289,25.1289,-1.48837e-05
178.219,705.638,TOP_LAYER,INNER_1,25.1307,25.1307,-4.0399e-06
178.219,705.638,INNER_1,INNER_2,25.1307,25.1307,-4.03996e-06
178.219,705.638,INNER_2,BOTTOM_LAYER,25.1307,25.1307,-4.03997e-06
178.219,823.748,TOP_LAYER,INNER_1,25.1326,25.1326,-9.02183e-07
178.219,823.748,INNER_1,INNER_2,25.1326,25.1326,-9.02167e-07
178.219,823.748,INNER_2,BOTTOM_LAYER,25.1326,25.1326,-9.02119e-07
178.219,941.859,TOP_LAYER,INNER_1,25.1345,25.1345,-1.77388e-07
178.219,941.859,INNER_1,INNER_2,25.1345,25.1345,-1.77362e-07
178.219,941.859,INNER_2,BOTTOM_LAYER,25.1345,25.1345,-1.77325e-07
178.219,1059.97,TOP_LAYER,INNER_1,25.1364,25.1364,-3.25054e-08
178.219,1059.97,INNER_1,INNER_2,25.1364,25.1364,-3.25065e-08
178.219,1059.97,INNER_2,BOTTOM_LAYER,25.1364,25.1364,-3.25054e-08
178.219,1178.08,TOP_LAYER,INNER_1,25.1384,25.1384,-4.80624e-09
178.219,1178.08,INNER_1,INNER_2,25.1384,25.1384,-4.83158e-09
178.219,1178.08,INNER_2,BOTTOM_LAYER,25.1384,25.1384,-4.80624e-09
178.219,1296.19,TOP_LAYER,INNER_1,25.1404,25.1404,4.67976e-09
178.219,1296.19,INNER_1,INNER_2,25.1404,25.1404,4.67014e-09
178.219,1296.19,INNER_2,BOTTOM_LAYER,25.1404,25.1404,4.67976e-09
178.219,1414.3,TOP_LAYER,INNER_1,25.1423,25.1423,3.03552e-08
178.219,1414.3,INNER_1,INNER_2,25.1423,25.1423,3.02925e-08
178.219,1414.3,INNER_2,BOTTOM_LAYER,25.1423,25.1423,3.0292e-08
178.219,1532.41,TOP_LAYER,INNER_1,25.1443,25.1443,1.6474e-07
178.219,1532.41,INNER_1,INNER_2,25.1443,25.1443,1.64746e-07
178.219,1532.41,INNER_2,BOTTOM_LAYER,25.1443,25.1443,1.64804e-07
178.219,1650.52,TOP_LAYER,INNER_1,25.1463,25.1463,8.92697e-07
178.219,1650.52,INNER_1,INNER_2,25.1463,25.1463,8.92677e-07
178.219,1650.52,INNER_2,BOTTOM_LAYER,25.1463,25.1463,8.92697e-07
178.219,1768.63,TOP_LAYER,INNER_1,25.1482,25.1482,4.8125e-06
178.219,1768.63,INNER_1,INNER_2,25.1482,25.1482,4.81245e-06
178.219,1768.63,INNER_2,BOTTOM_LAYER,25.1482,25.1482,4.8125e-06
178.219,1886.74,TOP_LAYER,INNER_1,25.1501,25.1501,2.53703e-05
178.219,1886.74,INNER_1,INNER_2,25.1501,25.1501,2.53703e-05
178.219,1886.74,INNER_2,BOTTOM_LAYER,25.1501,25.1501,2.53703e-05
178.219,2004.85,TOP_LAYER,INNER_1,25.1513,25.1513,0.000103243
178.219,2004.85,INNER_1,INNER_2,25.1513,25.1513,0.000103243
178.219,2004.85,INNER_2,BOTTOM_LAYER,25.1513,25.1513,0.000103243
178.219,2122.96,TOP_LAYER,INNER_1,25.1529,25.1529,0.000549794
178.219,2122.96,INNER_1,INNER_2,25.1529,25.1529,0.000549794
178.219,2122.96,INNER_2,BOTTOM_LAYER,25.1529,25.1529,0.000549794
178.219,2241.07,TOP_LAYER,INNER_1,25.1544,25.1544,0.00239683
178.219,2241.07,INNER_1,INNER_2,25.1544,25.1544,0.00239683
178.219,2241.07,INNER_2,BOTTOM_LAYER,25.1544,25.1544,0.00239683
178.219,2359.18,TOP_LAYER,INNER_1,25.1555,25.1555,0.00740648
178.219,2359.18,INNER_1,INNER_2,25.1555,25.1555,0.00740648
178.219,2359.18,INNER_2,BOTTOM_LAYER,25.1555,25.1555,0.00740648
178.219,2477.29,TOP_LAYER,INNER_1,25.1563,25.1563,0.0129354
178.219,2477.29,INNER_1,INNER_2,25.1563,25.1563,0.0129354
178.219,2477.29,INNER_2,BOTTOM_LAYER,25.1563,25.1563,0.0129354
178.219,2595.4,TOP_LAYER,INNER_1,25.1567,25.1567,0.0121148
178.219,2595.4,INNER_1,INNER_2,25.1567,25.1567,0.0121148
178.219,2595.4,INNER_2,BOTTOM_LAYER,25.1567,25.1567,0.0121148
178.219,2831.62,TOP_LAYER,INNER_1,0.0164103,0.01641,0.00498681
178.219,2831.62,INNER_1,INNER_2,0.01641,0.0164074,0.00833582
178.219,2831.62,INNER_2,BOTTOM_LAYER,0.0164074,0.0164073,0.00239573
178.219,2949.73,TOP_LAYER,INNER_1,0.016411,0.0164107,0.00541676
178.219,2949.73,INNER_1,INNER_2,0.0164107,0.0164081,0.00854092
178.219,2949.73,INNER_2,BOTTOM_LAYER,0.0164081,0.0164077,0.00671358
178.219,3067.84,TOP_LAYER,INNER_1,0.0164065,0.0164062,0.00555042
178.219,3067.84,INNER_1,INNER_2,0.0164062,0.0164034,0.0089748
178.219,3067.84,INNER_2,BOTTOM_LAYER,0.0164034,0.0164029,0.0098512
178.219,3185.95,TOP_LAYER,INNER_1,0.0163948,0.0163945,0.00468152
178.219,3185.95,INNER_1,INNER_2,0.0163945,0.0163921,0.00768891
178.219,3185.95,INNER_2,BOTTOM_LAYER,0.0163921,0.0163915,0.0121943
178.219,3304.06,TOP_LAYER,INNER_1,0.0163744,0.0163743,0.00267764
178.219,3304.06,INNER_1,INNER_2,0.0163743,0.016373,0.00435805
178.219,3304.06,INNER_2,BOTTOM_LAYER,0.016373,0.0163722,0.0135631
178.219,3422.17,TOP_LAYER,INNER_1,0.0163453,0.0163453,0.000461836
178.219,3422.17,INNER_1,INNER_2,0.0163453,0.0163451,0.000619583
178.219,3422.17,INNER_2,BOTTOM_LAYER,0.0163451,0.0163443,0.0148901
178.219,3540.28,TOP_LAYER,INNER_1,0.0163089,0.0163089,-0.00155836
178.219,3540.28,INNER_1,INNER_2,0.0163089,0.0163098,-0.00286724
178.219,3540.28,INNER_2,BOTTOM_LAYER,0.0163098,0.0163089,0.0156088
178.219,3658.39,TOP_LAYER,INNER_1,0.0162685,0.0162687,-0.00268777
178.219,3658.39,INNER_1,INNER_2,0.0162687,0.0162707,-0.00637167
178.219,3658.39,INNER_2,BOTTOM_LAYER,0.0162707,0.0162699,0.0139826
178.219,4012.72,TOP_LAYER,INNER_1,0.0161037,0.0161038,-0.00287749
178.219,4012.72,INNER_1,INNER_2,0.0161038,0.0161056,-0.00556984
178.219,4012.72,INNER_2,BOTTOM_LAYER,0.0161056,0.0161049,0.0119384
178.219,4130.83,TOP_LAYER,INNER_1,0.0160718,0.0160719,-0.00282483
178.219,4130.83,INNER_1,INNER_2,0.0160719,0.0160737,-0.00573074
178.219,4130.83,INNER_2,BOTTOM_LAYER,0.0160737,0.0160731,0.0102041
178.219,4248.94,TOP_LAYER,INNER_1,0.0160456,0.0160457,-0.00194732
178.219,4248.94,INNER_1,INNER_2,0.0160457,0.016047,-0.00440202
178.219,4248.94,INNER_2,BOTTOM_LAYER,0.016047,0.0160466,0.00826643
178.219,4367.05,TOP_LAYER,INNER_1,0.016027,0.0160269,0.00111307
178.219,4367.05,INNER_1,INNER_2,0.0160269,0.016027,-0.000299793
178.219,4367.05,INNER_2,BOTTOM_LAYER,0.016027,0.0160265,0.00791765
178.219,4485.16,TOP_LAYER,INNER_1,0.0160212,0.0160183,0.0519689
178.219,4485.16,INNER_1,INNER_2,0.0160183,0.0160121,0.0200691
178.219,4485.16,INNER_2,BOTTOM_LAYER,0.0160121,0.016012,0.0023298
178.219,4780.44,TOP_LAYER,INNER_1,3.31323,3.31323,-0.000119811
178.219,4780.44,INNER_1,INNER_2,3.31323,3.31323,-0.000119811
178.219,4780.44,INNER_2,BOTTOM_LAYER,3.31323,3.31323,-0.000119811
178.219,5016.66,TOP_LAYER,INNER_1,3.31319,3.31319,-0.00853899
178.219,5016.66,INNER_1,INNER_2,3.31319,3.31319,-0.00853899
178.219,5016.66,INNER_2,BOTTOM_LAYER,3.31319,3.31319,-0.00853899
178.219,5134.77,TOP_LAYER,INNER_1,3.31316,3.31316,-0.000833232
178.219,5134.77,INNER_1,INNER_2,3.31316,3.31316,-0.000833232
178.219,5134.77,INNER_2,BOTTOM_LAYER,3.31316,3.31316,-0.000833232
178.219,5252.88,TOP_LAYER,INNER_1,3.31312,3.31312,-0.00148371
178.219,5252.88,INNER_1,INNER_2,3.31312,3.31312,-0.00148371
178.219,5252.88,INNER_2,BOTTOM_LAYER,3.31312,3.31312,-0.00148371
178.219,5370.99,TOP_LAYER,INNER_1,3.31308,3.31308,-0.00903572
178.219,5370.99,INNER_1,INNER_2,3.31308,3.31308,-0.00903572
178.219,5370.99,INNER_2,BOTTOM_LAYER,3.31308,3.31309,-0.00903572
178.219,5489.1,TOP_LAYER,INNER_1,3.31304,3.31304,-0.0393482
178.219,5489.1,INNER_1,INNER_2,3.31304,3.31305,-0.0393482
178.219,5489.1,INNER_2,BOTTOM_LAYER,3.31305,3.31306,-0.0393482
178.219,5666.27,TOP_LAYER,INNER_1,0.0153246,0.0153245,0.00114768
178.219,5666.27,INNER_1,INNER_2,0.0153245,0.0153247,-0.000776489
178.219,5666.27,INNER_2,BOTTOM_LAYER,0.0153247,0.0153248,-0.00159165
207.747,56.0321,TOP_LAYER,INNER_1,25.1239,25.1239,-0.000400494
207.747,56.0321,INNER_1,INNER_2,25.1239,25.1239,-0.000400494
207.747,56.0321,INNER_2,BOTTOM_LAYER,25.1239,25.1239,-0.000400494
207.747,292.253,TOP_LAYER,INNER_1,25.1252,25.1252,-0.00033823
207.747,292.253,INNER_1,INNER_2,25.1252,25.1252,-0.00033823
207.747,292.253,INNER_2,BOTTOM_LAYER,25.1252,25.1252,-0.00033823
207.747,410.363,TOP_LAYER,INNER_1,25.1263,25.1263,-0.000160387
207.747,410.363,INNER_1,INNER_2,25.1263,25.1263,-0.000160387
207.747,410.363,INNER_2,BOTTOM_LAYER,25.1263,25.1263,-0.000160387
207.747,528.473,TOP_LAYER,INNER_1,25.1277,25.1277,-5.7026e-05
207.747,528.473,INNER_1,INNER_2,25.1277,25.1277,-5.7026e-05
207.747,528.473,INNER_2,BOTTOM_LAYER,25.1277,25.1277,-5.70259e-05
207.747,646.583,TOP_LAYER,INNER_1,25.1294,25.1294,-1.68998e-05
207.747,646.583,INNER_1,INNER_2,25.1294,25.1294,-1.68999e-05
207.747,646.583,INNER_2,BOTTOM_LAYER,25.1294,25.1294,-1.68998e-05
207.747,764.693,TOP_LAYER,INNER_1,25.1313,25.1313,-3.96635e-06
207.747,764.693,INNER_1,INNER_2,25.1313,25.1313,-3.96639e-06
207.747,764.693,INNER_2,BOTTOM_LAYER,25.1313,25.1313,-3.96635e-06
207.747,882.804,TOP_LAYER,INNER_1,25.1332,25.1332,-7.71023e-07
207.747,882.804,INNER_1,INNER_2,25.1332,25.1332,-7.71e-07
207.747,882.804,INNER_2,BOTTOM_LAYER,25.1332,25.1332,-7.7096e-07
207.747,1000.91,TOP_LAYER,INNER_1,25.1351,25.1351,-1.34069e-07
207.747,1000.91,INNER_1,INNER_2,25.1351,25.1351,-1.3405e-07
207.747,1000.91,INNER_2,BOTTOM_LAYER,25.1351,25.1351,-1.34069e-07
207.747,1119.02,TOP_LAYER,INNER_1,25.1371,25.1371,-2.18178e-08
207.747,1119.02,INNER_1,INNER_2,25.1371,25.1371,-2.1817e-08
207.747,1119.02,INNER_2,BOTTOM_LAYER,25.1371,25.1371,-2.18178e-08
207.747,1237.13,TOP_LAYER,INNER_1,25.1391,25.1391,-1.83396e-09
207.747,1237.13,INNER_1,INNER_2,25.1391,25.1391,-1.91418e-09
207.747,1237.13,INNER_2,BOTTOM_LAYER,25.1391,25.1391,-1.83396e-09
207.747,1355.24,TOP_LAYER,INNER_1,25.141,25.141,9.10657e-09
207.747,1355.24,INNER_1,INNER_2,25.141,25.141,9.14425e-09
207.747,1355.24,INNER_2,BOTTOM_LAYER,25.141,25.141,9.10657e-09
207.747,1473.35,TOP_LAYER,INNER_1,25.143,25.143,5.70425e-08
207.747,1473.35,INNER_1,INNER_2,25.143,25.143,5.69872e-08
207.747,1473.35,INNER_2,BOTTOM_LAYER,25.143,25.143,5.69793e-08
207.747,1591.46,TOP_LAYER,INNER_1,25.145,25.145,3.40295e-07
207.747,1591.46,INNER_1,INNER_2,25.145,25.145,3.40297e-07
207.747,1591.46,INNER_2,BOTTOM_LAYER,25.145,25.145,3.40358e-07
207.747,1709.57,TOP_LAYER,INNER_1,25.1469,25.1469,2.03197e-06
207.747,1709.57,INNER_1,INNER_2,25.1469,25.1469,2.03195e-06
207.747,1709.57,INNER_2,BOTTOM_LAYER,25.1469,25.1469,2.03197e-06
207.747,1827.69,TOP_LAYER,INNER_1,25.1489,25.1489,1.20156e-05
207.747,1827.69,INNER_1,INNER_2,25.1489,25.1489,1.20156e-05
207.747,1827.69,INNER_2,BOTTOM_LAYER,25.1489,25.1489,1.20156e-05
207.747,1945.8,TOP_LAYER,INNER_1,25.1507,25.1507,7.33502e-05
207.747,1945.8,INNER_1,INNER_2,25.1507,25.1507,7.33503e-05
207.747,1945.8,INNER_2,BOTTOM_LAYER,25.1507,25.1507,7.33502e-05
207.747,2063.91,TOP_LAYER,INNER_1,25.1525,25.1525,0.000481374
207.747,2063.91,INNER_1,INNER_2,25.1525,25.1525,0.000481374
207.747,2063.91,INNER_2,BOTTOM_LAYER,25.1525,25.1525,0.000481374
207.747,2182.02,TOP_LAYER,INNER_1,25.154,25.154,0.00251669
207.747,2182.02,INNER_1,INNER_2,25.154,25.154,0.00251669
207.747,2182.02,INNER_2,BOTTOM_LAYER,25.154,25.154,0.00251669
207.747,2300.13,TOP_LAYER,INNER_1,25.1553,25.1553,0.00993682
207.747,2300.13,INNER_1,INNER_2,25.1553,25.1553,0.00993682
207.747,2300.13,INNER_2,BOTTOM_LAYER,25.1553,25.1553,0.00993682
207.747,2418.24,TOP_LAYER,INNER_1,25.1562,25.1562,0.0236791
207.747,2418.24,INNER_1,INNER_2,25.1562,25.1562,0.0236791
207.747,2418.24,INNER_2,BOTTOM_LAYER,25.1562,25.1562,0.0236791
207.747,2536.35,TOP_LAYER,INNER_1,25.1567,25.1567,0.0281293
207.747,2536.35,INNER_1,INNER_2,25.1567,25.1567,0.0281293
207.747,2536.35,INNER_2,BOTTOM_LAYER,25.1567,25.1567,0.0281293
207.747,2654.46,TOP_LAYER,INNER_1,25.1569,25.1569,0.0227185
207.747,2654.46,INNER_1,INNER_2,25.1569,25.1569,0.0227185
207.747,2654.46,INNER_2,BOTTOM_LAYER,25.1569,25.1569,0.0227185
207.747,2772.57,TOP_LAYER,INNER_1,0.0164094,0.0164087,0.0118543
207.747,2772.57,INNER_1,INNER_2,0.0164087,0.0164058,0.00940843
207.747,2772.57,INNER_2,BOTTOM_LAYER,0.0164058,0.0164063,-0.00840739
207.747,2890.68,TOP_LAYER,INNER_1,0.0164112,0.016411,0.00360519
207.747,2890.68,INNER_1,INNER_2,0.016411,0.0164094,0.00525763
207.747,2890.68,INNER_2,BOTTOM_LAYER,0.0164094,0.0164091,0.00513534
207.747,3008.79,TOP_LAYER,INNER_1,0.0164103,0.0164101,0.00416569
207.747,3008.79,INNER_1,INNER_2,0.0164101,0.0164081,0.00651566
207.747,3008.79,INNER_2,BOTTOM_LAYER,0.0164081,0.0164079,0.00380274
207.747,3126.9,TOP_LAYER,INNER_1,0.0164035,0.0164033,0.00451662
207.747,3126.9,INNER_1,INNER_2,0.0164033,0.0164011,0.00725935
207.747,3126.9,INNER_2,BOTTOM_LAYER,0.0164011,0.016401,0.000650629
207.747,3245.01,TOP_LAYER,INNER_1,0.016389,0.0163888,0.00383282
207.747,3245.01,INNER_1,INNER_2,0.0163888,0.0163869,0.00603068
207.747,3245.01,INNER_2,BOTTOM_LAYER,0.0163869,0.0163872,-0.00548459
207.747,3363.12,TOP_LAYER,INNER_1,0.0163655,0.0163654,0.00285118
207.747,3363.12,INNER_1,INNER_2,0.0163654,0.016364,0.00447359
207.747,3363.12,INNER_2,BOTTOM_LAYER,0.016364,0.0163647,-0.0125146
207.747,3481.23,TOP_LAYER,INNER_1,0.0163336,0.0163334,0.00278694
207.747,3481.23,INNER_1,INNER_2,0.0163334,0.016332,0.004683
207.747,3481.23,INNER_2,BOTTOM_LAYER,0.016332,0.0163329,-0.0169921
207.747,3599.34,TOP_LAYER,INNER_1,0.0162951,0.0162949,0.00338008
207.747,3599.34,INNER_1,INNER_2,0.0162949,0.0162931,0.00591565
207.747,3599.34,INNER_2,BOTTOM_LAYER,0.0162931,0.0162941,-0.0186387
207.747,3717.45,TOP_LAYER,INNER_1,0.0162551,0.0162542,0.015855
207.747,3717.45,INNER_1,INNER_2,0.0162542,0.0162513,0.00957626
207.747,3717.45,INNER_2,BOTTOM_LAYER,0.0162513,0.0162522,-0.0168502
207.747,3953.67,TOP_LAYER,INNER_1,0.0161246,0.0161247,-0.0019329
207.747,3953.67,INNER_1,INNER_2,0.0161247,0.0161237,0.003275
207.747,3953.67,INNER_2,BOTTOM_LAYER,0.0161237,0.0161247,-0.0185579
207.747,4071.78,TOP_LAYER,INNER_1,0.016092,0.0160916,0.00558195
207.747,4071.78,INNER_1,INNER_2,0.0160916,0.0160886,0.0100197
207.747,4071.78,INNER_2,BOTTOM_LAYER,0.0160886,0.0160893,-0.012597
207.747,4189.89,TOP_LAYER,INNER_1,0.0160617,0.0160613,0.00598621
207.747,4189.89,INNER_1,INNER_2,0.0160613,0.016058,0.0106828
207.747,4189.89,INNER_2,BOTTOM_LAYER,0.016058,0.0160585,-0.00904694
207.747,4308,TOP_LAYER,INNER_1,0.0160379,0.0160375,0.00649159
207.747,4308,INNER_1,INNER_2,0.0160375,0.0160341,0.0111794
207.747,4308,INNER_2,BOTTOM_LAYER,0.0160341,0.0160343,-0.00475085
207.747,4426.11,TOP_LAYER,INNER_1,0.0160225,0.0160219,0.0125849
207.747,4426.11,INNER_1,INNER_2,0.0160219,0.0160169,0.0161515
207.747,4426.11,INNER_2,BOTTOM_LAYER,0.0160169,0.0160168,0.000979226
207.747,4839.5,TOP_LAYER,INNER_1,3.31323,3.31323,0.00289437
207.747,4839.5,INNER_1,INNER_2,3.31323,3.31323,0.00289437
207.747,4839.5,INNER_2,BOTTOM_LAYER,3.31323,3.31323,0.00289437
207.747,5075.72,TOP_LAYER,INNER_1,3.31318,3.31318,-0.000648589
207.747,5075.72,INNER_1,INNER_2,3.31318,3.31318,-0.000648589
207.747,5075.72,INNER_2,BOTTOM_LAYER,3.31318,3.31318,-0.000648589
207.747,5193.83,TOP_LAYER,INNER_1,3.31313,3.31313,-0.000935237
207.747,5193.83,INNER_1,INNER_2,3.31313,3.31314,-0.000935237
207.747,5193.83,INNER_2,BOTTOM_LAYER,3.31314,3.31314,-0.000935237
207.747,5311.94,TOP_LAYER,INNER_1,3.31309,3.31309,-0.00645403
207.747,5311.94,INNER_1,INNER_2,3.31309,3.3131,-0.00645403
207.747,5311.94,INNER_2,BOTTOM_LAYER,3.3131,3.3131,-0.00645403
207.747,5430.05,TOP_LAYER,INNER_1,3.31304,3.31304,-0.0475066
207.747,5430.05,INNER_1,INNER_2,3.31304,3.31306,-0.0475066
207.747,5430.05,INNER_2,BOTTOM_LAYER,3.31306,3.31306,-0.0475066
207.747,5607.21,TOP_LAYER,INNER_1,0.0153249,0.0153251,-0.00463403
207.747,5607.21,INNER_1,INNER_2,0.0153251,0.015325,0.000413143
207.747,5607.21,INNER_2,BOTTOM_LAYER,0.015325,0.0153248,0.00304358
207.747,5843.43,TOP_LAYER,INNER_1,0.0153193,0.0153193,-0.00141839
207.747,5843.43,INNER_1,INNER_2,0.0153193,0.0153193,0.00010486
207.747,5843.43,INNER_2,BOTTOM_LAYER,0.0153193,0.0153194,-0.00143001
237.274,233.197,TOP_LAYER,INNER_1,25.1247,25.1247,-0.000735442
237.274,233.197,INNER_1,INNER_2,25.1247,25.1247,-0.000735442
237.274,233.197,INNER_2,BOTTOM_LAYER,25.1247,25.1247,-0.000735442
237.274,351.308,TOP_LAYER,INNER_1,25.1257,25.1257,-0.000420756
237.274,351.308,INNER_1,INNER_2,25.1257,25.1257,-0.000420756
237.274,351.308,INNER_2,BOTTOM_LAYER,25.1257,25.1257,-0.000420756
237.274,469.418,TOP_LAYER,INNER_1,25.127,25.127,-0.000152808
237.274,469.418,INNER_1,INNER_2,25.127,25.127,-0.000152808
237.274,469.418,INNER_2,BOTTOM_LAYER,25.127,25.127,-0.000152808
237.274,587.528,TOP_LAYER,INNER_1,25.1287,25.1287,-4.73977e-05
237.274,587.528,INNER_1,INNER_2,25.1287,25.1287,-4.73977e-05
237.274,587.528,INNER_2,BOTTOM_LAYER,25.1287,25.1287,-4.73977e-05
237.274,705.638,TOP_LAYER,INNER_1,25.1306,25.1306,-1.13499e-05
237.274,705.638,INNER_1,INNER_2,25.1306,25.1306,-1.13499e-05
237.274,705.638,INNER_2,BOTTOM_LAYER,25.1306,25.1306,-1.13499e-05
237.274,823.748,TOP_LAYER,INNER_1,25.1325,25.1325,-2.16281e-06
237.274,823.748,INNER_1,INNER_2,25.1325,25.1325,-2.16286e-06
237.274,823.748,INNER_2,BOTTOM_LAYER,25.1325,25.1325,-2.16281e-06
237.274,941.859,TOP_LAYER,INNER_1,25.1345,25.1345,-3.6129e-07
237.274,941.859,INNER_1,INNER_2,25.1345,25.1345,-3.61388e-07
237.274,941.859,INNER_2,BOTTOM_LAYER,25.1345,25.1345,-3.61354e-07
237.274,1059.97,TOP_LAYER,INNER_1,25.1364,25.1364,-5.63469e-08
237.274,1059.97,INNER_1,INNER_2,25.1364,25.1364,-5.63992e-08
237.274,1059.97,INNER_2,BOTTOM_LAYER,25.1364,25.1364,-5.63469e-08
237.274,1178.08,TOP_LAYER,INNER_1,25.1384,25.1384,-7.84177e-09
